index,predicted
225652,307186.34
225653,350873.23
225654,271143.52
225655,317163.56
225656,350058.37
225657,369946.67
225658,338812.57
225659,290673.36
225660,357486.05
225661,386571.98
225662,441041.57
225663,319254.58
225664,320676.06
225665,313597.99
225666,337984.92
225667,362422.99
225668,374392.54
225669,417447.85
225670,442303.62
225671,442264.32
225672,375494.74
225673,391999.83
225674,551769.98
225675,571096.57
225676,567194.07
225677,545835.9
225678,522226.27
225679,729968.26
225680,719834.88
225681,837130.1
225682,816695.25
225683,833704.69
225684,678219.06
225685,535014.19
225686,633377.92
225687,575674.76
225688,546351.22
225689,558366.69
225690,409188.53
225691,424394.04
225692,498039.93
225693,570415.85
225694,607671.77
225695,614356.85
225696,717861.52
225697,424422.53
225698,454444.22
225699,808948.29
225700,639823.42
225701,714768.91
225702,649776.3
225703,628526.28
225704,619593.05
225705,718708.47
225706,728764.29
225707,802910.41
225708,219159.61
225709,192275.51
225710,203971.76
225711,232530.12
225712,193838.38
225713,181813.47
225714,206968.76
225715,206261.37
225716,280918.22
225717,222470.16
225718,243081.57
225719,308570.02
225720,325261.79
225721,310788.93
225722,300752.76
225723,300742.94
225724,253013.39
225725,263798.97
225726,263798.97
225727,257084.43
225728,230398.74
225729,235279.43
225730,259904.17
225731,235318.73
225732,253081.55
225733,229484.91
225734,366399.85
225735,333332.24
225736,340247.28
225737,340017.31
225738,329353.38
225739,312398.84
225740,287964.36
225741,452121.65
225742,462264.86
225743,412225.72
225744,422291.36
225745,358946.49
225746,358542.6
225747,366552.49
225748,391726.17
225749,383322.86
225750,395262.57
225751,378492.21
225752,397491.6
225753,398439.66
225754,389432.47
225755,366714.35
225756,367799.2
225757,372591.14
225758,365455.43
225759,402394.27
225760,419302.18
225761,423805.9
225762,406927.46
225763,387887.92
225764,363538.27
225765,378162.25
225766,361285.52
225767,371387.53
225768,342006.45
225769,352714.76
225770,386050.8
225771,370286.34
225772,421169.0
225773,404408.46
225774,414493.76
225775,367371.05
225776,347435.99
225777,363205.63
225778,381862.4
225779,343904.52
225780,388865.58
225781,361436.53
225782,394866.05
225783,387973.27
225784,360931.98
225785,379353.85
225786,366879.93
225787,353798.58
225788,376562.1
225789,369176.48
225790,348524.73
225791,323591.75
225792,323522.98
225793,361487.5
225794,391780.04
225795,362473.93
225796,318280.17
225797,347061.3
225798,394405.63
225799,403462.06
225800,386750.65
225801,314120.7
225802,302937.92
225803,373484.13
225804,363379.96
225805,477562.85
225806,484259.82
225807,401081.63
225808,469700.75
225809,506339.75
225810,496303.58
225811,513024.82
225812,456254.64
225813,470768.59
225814,442962.64
225815,462783.58
225816,454217.67
225817,454999.54
225818,469653.0
225819,466510.86
225820,456690.84
225821,472561.7
225822,489882.22
225823,484491.8
225824,482474.96
225825,469392.24
225826,461989.88
225827,445219.52
225828,457900.6
225829,433482.17
225830,465433.61
225831,463524.87
225832,462020.04
225833,489822.37
225834,489920.62
225835,466813.61
225836,458909.39
225837,455431.94
225838,458938.87
225839,462008.74
225840,443954.36
225841,456810.14
225842,454020.01
225843,449112.96
225844,470730.39
225845,449093.31
225846,470808.99
225847,460597.01
225848,461371.35
225849,463471.01
225850,481683.39
225851,487191.49
225852,457618.12
225853,461783.97
225854,471219.99
225855,456458.46
225856,464804.74
225857,453427.69
225858,462505.56
225859,628546.69
225860,626337.81
225861,683427.23
225862,683486.18
225863,546432.81
225864,573475.21
225865,573881.81
225866,691229.43
225867,572594.54
225868,576360.94
225869,591738.75
225870,582886.73
225871,598919.58
225872,258264.71
225873,267976.84
225874,267967.02
225875,260026.16
225876,267947.37
225877,262419.34
225878,257180.11
225879,272514.46
225880,277973.71
225881,288636.66
225882,279540.95
225883,294508.77
225884,297237.34
225885,281684.96
225886,294637.93
225887,289682.02
225888,344609.95
225889,259302.34
225890,290909.51
225891,287259.09
225892,306307.86
225893,280991.24
225894,296281.52
225895,288840.93
225896,293121.47
225897,285571.82
225898,275653.55
225899,267632.14
225900,292404.26
225901,253848.48
225902,294948.42
225903,359544.82
225904,376363.28
225905,259269.17
225906,448998.0
225907,471560.09
225908,448998.0
225909,458975.22
225910,459063.64
225911,465660.29
225912,404400.07
225913,467055.26
225914,347077.55
225915,355927.62
225916,414229.8
225917,351871.52
225918,368641.89
225919,411105.81
225920,422430.64
225921,350366.57
225922,404178.43
225923,362339.85
225924,411942.8
225925,391150.92
225926,411198.8
225927,399885.55
225928,458439.37
225929,367235.84
225930,369255.39
225931,448373.72
225932,411569.32
225933,424333.44
225934,416223.77
225935,373950.39
225936,414674.18
225937,373634.06
225938,438262.33
225939,420464.47
225940,399827.6
225941,428514.51
225942,353424.8
225943,360038.49
225944,343287.78
225945,448664.97
225946,456293.38
225947,456362.15
225948,448615.84
225949,456362.15
225950,473112.86
225951,409035.35
225952,330762.49
225953,415710.6
225954,382213.56
225955,395414.25
225956,399469.48
225957,474365.5
225958,530672.72
225959,676006.94
225960,489054.03
225961,467805.42
225962,499843.0
225963,501633.5
225964,501239.54
225965,479785.39
225966,470874.65
225967,499827.88
225968,521223.24
225969,504517.44
225970,479362.15
225971,487049.51
225972,478961.3
225973,471519.56
225974,465517.23
225975,505669.19
225976,619259.56
225977,606160.01
225978,615893.21
225979,597364.03
225980,634648.04
225981,621005.06
225982,599905.91
225983,609322.46
225984,785323.81
225985,802074.53
225986,237170.24
225987,234930.01
225988,353186.52
225989,358777.2
225990,380369.86
225991,353186.52
225992,330759.36
225993,329773.19
225994,330395.84
225995,333899.23
225996,340520.43
225997,337096.66
225998,391129.74
225999,347176.03
226000,340510.61
226001,327272.96
226002,381974.27
226003,326133.28
226004,324978.02
226005,374876.84
226006,322698.66
226007,326997.86
226008,422205.19
226009,362782.08
226010,321753.74
226011,370847.16
226012,363362.84
226013,314056.56
226014,363830.63
226015,341723.75
226016,330267.05
226017,361250.01
226018,355084.9
226019,364546.11
226020,388964.53
226021,341906.12
226022,382181.21
226023,321739.14
226024,331260.18
226025,344944.66
226026,388885.93
226027,339501.97
226028,324250.92
226029,352713.01
226030,318506.42
226031,385957.63
226032,340793.4
226033,375775.59
226034,326016.21
226035,377131.97
226036,326016.21
226037,341185.33
226038,661026.76
226039,465133.69
226040,441562.14
226041,632786.95
226042,451810.56
226043,464439.62
226044,462799.73
226045,513194.78
226046,417853.06
226047,449415.71
226048,444272.26
226049,444944.9
226050,490459.16
226051,442709.22
226052,490468.99
226053,444664.19
226054,501346.96
226055,493669.42
226056,745576.07
226057,662397.95
226058,747141.79
226059,628669.32
226060,551185.66
226061,584890.1
226062,680254.93
226063,628904.05
226064,610588.14
226065,757749.16
226066,771582.46
226067,778930.42
226068,786647.26
226069,771592.28
226070,622780.67
226071,771592.28
226072,753839.28
226073,863725.32
226074,233859.7
226075,322788.71
226076,320018.1
226077,300284.56
226078,373815.38
226079,303737.46
226080,311395.35
226081,383802.5
226082,346543.69
226083,322540.96
226084,343993.38
226085,368947.11
226086,363239.12
226087,386660.81
226088,338791.22
226089,311433.94
226090,317121.11
226091,343786.0
226092,339485.36
226093,304468.22
226094,317852.08
226095,304468.22
226096,307923.98
226097,312601.26
226098,307835.56
226099,324379.95
226100,361099.4
226101,306896.79
226102,327392.82
226103,334555.41
226104,313592.25
226105,314188.41
226106,313577.21
226107,334525.94
226108,331355.08
226109,344143.54
226110,391204.77
226111,304184.56
226112,332711.77
226113,279421.59
226114,355127.69
226115,396204.55
226116,311949.59
226117,328700.31
226118,311949.59
226119,592964.85
226120,593632.56
226121,404195.37
226122,422208.19
226123,429666.5
226124,420022.54
226125,430019.46
226126,546542.61
226127,450094.98
226128,633601.34
226129,587283.31
226130,441022.96
226131,426835.33
226132,447333.63
226133,434588.45
226134,411451.96
226135,402783.01
226136,428165.12
226137,424811.95
226138,396495.6
226139,473957.83
226140,404084.71
226141,446168.09
226142,481856.89
226143,443566.28
226144,475943.53
226145,531948.45
226146,415425.78
226147,442647.87
226148,388325.66
226149,489507.78
226150,438762.11
226151,421815.32
226152,395108.07
226153,500379.95
226154,475929.73
226155,506130.05
226156,372947.04
226157,568179.7
226158,583845.25
226159,521407.29
226160,567091.35
226161,585115.58
226162,567662.94
226163,573614.23
226164,536170.66
226165,685475.46
226166,536209.96
226167,532451.4
226168,613456.67
226169,639915.88
226170,625111.63
226171,556197.68
226172,591838.65
226173,524204.02
226174,566764.69
226175,560311.82
226176,558239.09
226177,613343.36
226178,673113.75
226179,700307.99
226180,741819.67
226181,717519.97
226182,716610.63
226183,695539.11
226184,697452.77
226185,695809.32
226186,443064.39
226187,333238.48
226188,532612.86
226189,526231.88
226190,525977.31
226191,601369.64
226192,529597.58
226193,590016.61
226194,593528.8
226195,625334.49
226196,683359.02
226197,601745.73
226198,595953.93
226199,579203.21
226200,578019.52
226201,551960.6
226202,514204.64
226203,552886.03
226204,661048.47
226205,638989.24
226206,653485.43
226207,694880.61
226208,648595.72
226209,648595.72
226210,677176.73
226211,648428.7
226212,684984.59
226213,707914.76
226214,999817.95
226215,858123.95
226216,651349.96
226217,945933.82
226218,943580.24
226219,902775.21
226220,802104.49
226221,783216.11
226222,308025.46
226223,299173.56
226224,314120.87
226225,283395.27
226226,305199.71
226227,315275.17
226228,303839.98
226229,309941.4
226230,303397.78
226231,316276.24
226232,307779.65
226233,298513.42
226234,301129.09
226235,307814.16
226236,293088.9
226237,295950.09
226238,293195.85
226239,313712.91
226240,313870.11
226241,287750.19
226242,265859.53
226243,263282.14
226244,299008.88
226245,303342.87
226246,283816.5
226247,308411.18
226248,298443.78
226249,298502.73
226250,292822.71
226251,298345.53
226252,302351.54
226253,391811.25
226254,442250.6
226255,374224.43
226256,422776.13
226257,440372.35
226258,457769.71
226259,428768.17
226260,410211.98
226261,484886.89
226262,444218.62
226263,460979.16
226264,454843.39
226265,421276.82
226266,372426.73
226267,431147.66
226268,404981.29
226269,404582.85
226270,366070.98
226271,402027.41
226272,374188.54
226273,436123.11
226274,412486.85
226275,439924.78
226276,413735.76
226277,555219.3
226278,489706.11
226279,455128.93
226280,530443.51
226281,475027.06
226282,468867.26
226283,466697.35
226284,514885.08
226285,430285.0
226286,448474.85
226287,514806.49
226288,443025.42
226289,526082.92
226290,503865.91
226291,548024.39
226292,664407.95
226293,555816.8
226294,538093.28
226295,576112.19
226296,651463.93
226297,691926.13
226298,644722.44
226299,297632.61
226300,520451.82
226301,380171.78
226302,386016.45
226303,412900.55
226304,437265.03
226305,472558.1
226306,432788.85
226307,474883.26
226308,454220.11
226309,488144.22
226310,492937.98
226311,629036.83
226312,427441.8
226313,371458.48
226314,389771.98
226315,719267.78
226316,536650.98
226317,459195.36
226318,462427.73
226319,435715.53
226320,336813.76
226321,404113.27
226322,475344.04
226323,433482.53
226324,386529.35
226325,392206.93
226326,474234.85
226327,402723.6
226328,367980.12
226329,394864.22
226330,395080.36
226331,386812.64
226332,667506.66
226333,646212.97
226334,566084.54
226335,676113.96
226336,713897.07
226337,609933.25
226338,475944.12
226339,667391.32
226340,713218.83
226341,664712.57
226342,640961.59
226343,783179.02
226344,676007.36
226345,527800.18
226346,659149.6
226347,599526.25
226348,528554.34
226349,702689.04
226350,710557.72
226351,645982.51
226352,455808.41
226353,473571.23
226354,542064.89
226355,552130.53
226356,453883.73
226357,503683.48
226358,482796.58
226359,630977.02
226360,744578.29
226361,765062.26
226362,677749.42
226363,762774.38
226364,749477.39
226365,694683.73
226366,668883.46
226367,695590.87
226368,687550.08
226369,705151.14
226370,705948.45
226371,791009.42
226372,685235.04
226373,656857.84
226374,785034.3
226375,707766.83
226376,678800.36
226377,810329.82
226378,725256.93
226379,695235.24
226380,649248.91
226381,253822.28
226382,271751.74
226383,271542.01
226384,271751.74
226385,246789.55
226386,278907.78
226387,247123.59
226388,327093.78
226389,332528.45
226390,391042.73
226391,395217.85
226392,397357.8
226393,341198.68
226394,382766.0
226395,416571.22
226396,417300.1
226397,316212.66
226398,324624.62
226399,326970.09
226400,370390.78
226401,396114.02
226402,380695.93
226403,447607.24
226404,447577.77
226405,357920.9
226406,384746.05
226407,490417.56
226408,412655.06
226409,397433.12
226410,400440.29
226411,464104.3
226412,472669.59
226413,534758.87
226414,488918.08
226415,504068.55
226416,489612.49
226417,462334.87
226418,526586.88
226419,547646.87
226420,475344.56
226421,484510.38
226422,480585.93
226423,445191.17
226424,492691.36
226425,457651.97
226426,452858.87
226427,477032.38
226428,445795.62
226429,588496.83
226430,453374.91
226431,468706.89
226432,500265.21
226433,608071.26
226434,588978.92
226435,647825.8
226436,550415.1
226437,524247.84
226438,543671.08
226439,560898.14
226440,500421.1
226441,581726.8
226442,785335.25
226443,751029.2
226444,889409.67
226445,863762.59
226446,447857.53
226447,425925.09
226448,413276.25
226449,470675.65
226450,494255.38
226451,443735.52
226452,434975.32
226453,392152.16
226454,392152.16
226455,810647.29
226456,797423.15
226457,583495.36
226458,1069503.94
226459,312023.96
226460,320499.88
226461,234409.79
226462,252363.1
226463,226712.61
226464,397783.7
226465,442463.0
226466,362921.21
226467,373929.39
226468,375550.6
226469,375761.56
226470,400649.67
226471,394991.81
226472,371782.16
226473,361633.36
226474,354943.49
226475,388193.24
226476,357944.79
226477,356927.65
226478,405604.19
226479,392015.33
226480,399019.69
226481,385281.14
226482,408012.28
226483,364767.69
226484,359235.8
226485,379051.07
226486,394037.93
226487,379232.41
226488,373898.24
226489,373937.54
226490,370744.09
226491,397108.0
226492,379502.37
226493,391262.6
226494,363961.49
226495,374379.78
226496,398088.89
226497,366877.64
226498,387740.21
226499,397922.72
226500,425111.87
226501,418466.1
226502,391352.58
226503,359151.62
226504,388214.83
226505,384960.19
226506,394870.42
226507,404993.98
226508,388185.35
226509,369988.95
226510,373475.08
226511,383895.39
226512,404900.91
226513,395805.3
226514,375123.59
226515,363879.61
226516,301189.23
226517,360801.46
226518,370759.03
226519,377188.65
226520,352976.55
226521,359254.25
226522,488769.47
226523,438806.17
226524,506508.93
226525,509034.29
226526,452721.17
226527,463518.14
226528,472517.49
226529,506558.23
226530,432094.84
226531,442062.23
226532,449605.85
226533,432085.01
226534,445321.92
226535,466229.2
226536,466641.84
226537,505020.81
226538,458751.9
226539,460317.73
226540,458692.95
226541,449478.05
226542,464970.82
226543,451398.02
226544,457022.64
226545,438523.67
226546,461108.98
226547,469531.35
226548,439741.73
226549,571031.34
226550,560729.58
226551,588967.83
226552,568861.27
226553,593167.67
226554,410116.45
226555,282785.87
226556,491544.32
226557,422876.78
226558,429737.51
226559,427047.23
226560,396076.6
226561,389863.12
226562,387873.06
226563,411336.75
226564,370169.18
226565,372168.05
226566,373590.89
226567,373669.49
226568,396708.71
226569,403846.68
226570,408532.13
226571,416876.95
226572,379441.3
226573,416945.73
226574,397833.03
226575,372756.22
226576,369764.75
226577,352798.22
226578,387418.8
226579,337543.37
226580,337543.37
226581,687982.15
226582,680987.02
226583,711920.48
226584,624525.78
226585,637729.24
226586,519771.68
226587,597509.79
226588,668331.57
226589,709095.29
226590,467516.39
226591,559337.76
226592,463592.37
226593,477704.02
226594,620819.94
226595,708215.91
226596,732367.28
226597,787432.88
226598,363143.21
226599,412934.52
226600,373208.85
226601,270197.17
226602,309303.21
226603,286802.19
226604,275290.08
226605,260684.23
226606,286159.02
226607,285776.89
226608,295807.3
226609,294308.82
226610,249949.47
226611,345977.2
226612,513844.5
226613,352554.19
226614,403755.98
226615,254992.18
226616,458466.89
226617,555841.51
226618,637814.89
226619,637805.07
226620,435977.99
226621,441275.03
226622,468812.66
226623,470124.88
226624,497794.49
226625,445083.39
226626,429528.31
226627,585012.13
226628,605233.81
226629,560647.8
226630,600264.74
226631,598633.48
226632,794550.08
226633,744695.73
226634,710310.94
226635,279259.88
226636,364233.97
226637,347574.9
226638,343509.37
226639,272019.37
226640,295622.87
226641,217575.61
226642,313510.41
226643,299793.37
226644,283042.66
226645,285181.91
226646,286043.96
226647,312358.55
226648,286104.26
226649,282155.15
226650,305890.77
226651,302108.45
226652,441929.34
226653,422532.98
226654,432657.57
226655,461296.25
226656,478104.88
226657,468020.62
226658,461335.55
226659,467971.5
226660,461276.6
226661,448217.57
226662,353885.31
226663,467268.51
226664,463412.53
226665,399431.26
226666,436115.38
226667,441552.06
226668,381522.15
226669,429252.4
226670,449772.18
226671,433021.46
226672,439948.26
226673,372035.11
226674,421291.52
226675,452341.91
226676,412016.03
226677,435581.37
226678,433706.51
226679,460659.38
226680,428952.76
226681,436031.95
226682,473339.3
226683,419714.07
226684,450108.3
226685,438136.8
226686,451237.12
226687,458084.28
226688,478400.08
226689,445278.84
226690,429869.12
226691,420771.99
226692,453582.72
226693,446897.65
226694,463725.93
226695,463716.1
226696,437903.71
226697,450084.01
226698,437903.71
226699,459664.49
226700,506709.08
226701,526090.88
226702,519405.8
226703,556937.04
226704,514161.77
226705,516412.72
226706,524152.72
226707,527363.39
226708,486476.17
226709,504302.88
226710,514826.02
226711,525299.04
226712,516508.41
226713,493580.17
226714,532567.79
226715,527908.96
226716,517843.32
226717,496108.58
226718,686252.37
226719,530838.8
226720,547249.89
226721,575236.14
226722,513946.98
226723,520618.78
226724,520338.24
226725,527156.96
226726,643781.28
226727,665496.71
226728,665782.62
226729,642754.21
226730,647979.2
226731,643743.48
226732,659845.56
226733,650421.68
226734,308960.69
226735,375992.75
226736,306138.08
226737,288051.04
226738,288051.04
226739,313642.27
226740,293654.46
226741,409501.61
226742,392683.15
226743,409172.26
226744,530748.93
226745,408848.1
226746,424398.25
226747,399392.25
226748,403705.76
226749,398952.1
226750,409204.42
226751,425080.06
226752,415516.14
226753,402869.65
226754,482038.79
226755,479704.94
226756,378116.49
226757,488723.87
226758,392804.0
226759,498328.81
226760,445036.79
226761,540540.96
226762,510458.04
226763,510035.7
226764,557491.04
226765,542299.0
226766,607329.06
226767,537049.88
226768,690515.0
226769,666067.11
226770,680338.96
226771,664421.87
226772,690817.45
226773,630310.69
226774,692092.48
226775,294202.09
226776,219180.05
226777,211482.87
226778,264180.4
226779,232888.18
226780,196132.3
226781,202866.49
226782,406137.54
226783,376096.2
226784,219547.95
226785,229702.02
226786,211850.77
226787,228361.91
226788,211611.19
226789,221853.68
226790,219061.78
226791,221804.56
226792,211699.62
226793,311725.34
226794,253705.62
226795,263771.26
226796,301644.26
226797,239241.92
226798,236552.47
226799,303075.36
226800,239222.27
226801,253352.31
226802,318427.81
226803,263958.22
226804,273506.45
226805,256714.4
226806,358136.62
226807,202224.14
226808,440402.54
226809,440382.89
226810,430307.42
226811,422620.06
226812,457201.34
226813,448257.86
226814,463020.84
226815,398813.37
226816,384151.23
226817,397961.49
226818,412398.55
226819,390884.62
226820,425974.85
226821,416878.7
226822,406803.23
226823,410050.16
226824,393948.54
226825,408187.68
226826,411798.12
226827,347982.21
226828,385333.15
226829,400175.6
226830,382223.77
226831,390946.4
226832,339778.42
226833,418432.8
226834,425602.01
226835,375447.5
226836,378043.25
226837,422874.49
226838,403718.41
226839,410434.62
226840,402986.19
226841,392050.41
226842,412638.74
226843,374852.03
226844,378841.94
226845,386610.14
226846,383737.5
226847,395818.4
226848,399953.11
226849,359623.14
226850,389447.72
226851,401771.7
226852,378706.51
226853,441056.38
226854,393320.66
226855,418352.85
226856,442232.56
226857,418194.31
226858,404808.41
226859,414903.53
226860,397111.23
226861,541694.86
226862,449689.11
226863,541724.33
226864,515294.6
226865,419505.12
226866,514414.75
226867,504191.89
226868,479734.17
226869,521651.36
226870,519311.14
226871,514465.6
226872,465614.71
226873,475641.05
226874,482825.73
226875,482014.88
226876,485984.23
226877,483390.73
226878,486608.17
226879,505520.56
226880,470939.28
226881,488711.93
226882,506719.28
226883,498415.93
226884,488180.42
226885,468292.11
226886,485007.8
226887,492264.37
226888,491093.55
226889,474352.66
226890,482180.11
226891,475514.69
226892,485836.36
226893,511713.8
226894,499140.05
226895,458972.44
226896,476735.26
226897,483817.93
226898,466147.91
226899,466683.83
226900,481240.25
226901,474542.65
226902,466933.9
226903,483861.61
226904,483296.99
226905,456870.95
226906,525730.21
226907,468475.11
226908,487757.45
226909,503976.96
226910,515139.26
226911,484312.32
226912,491921.08
226913,467828.8
226914,451186.16
226915,478470.18
226916,489597.72
226917,449253.64
226918,538012.64
226919,485820.15
226920,583799.63
226921,599436.36
226922,586290.55
226923,652553.88
226924,640986.19
226925,594864.87
226926,578385.49
226927,578875.74
226928,596677.86
226929,571626.92
226930,590407.06
226931,597092.13
226932,602118.76
226933,603070.33
226934,229540.11
226935,393206.36
226936,398968.74
226937,372361.84
226938,398968.74
226939,461168.06
226940,610927.78
226941,345507.0
226942,322616.24
226943,291364.08
226944,297249.72
226945,284708.32
226946,716123.66
226947,299061.26
226948,744869.87
226949,343007.79
226950,377589.07
226951,332137.8
226952,356585.7
226953,531906.5
226954,327941.01
226955,313129.57
226956,286245.47
226957,358486.29
226958,362184.13
226959,444649.77
226960,477982.53
226961,360925.98
226962,342293.85
226963,351425.85
226964,423951.85
226965,625354.2
226966,846928.81
226967,545017.46
226968,579746.11
226969,563025.9
226970,621752.61
226971,592430.98
226972,548157.48
226973,564908.19
226974,564411.42
226975,614064.2
226976,617222.7
226977,466856.48
226978,493515.54
226979,492100.33
226980,494101.83
226981,432912.66
226982,582371.92
226983,429749.26
226984,579601.31
226985,684580.43
226986,579420.63
226987,923556.5
226988,913804.26
226989,626103.84
226990,623895.98
226991,599211.34
226992,643716.44
226993,553435.22
226994,689664.49
226995,692199.84
226996,698865.26
226997,656331.26
226998,759138.1
226999,485643.58
227000,487459.48
227001,460873.35
227002,552685.6
227003,546865.12
227004,546255.98
227005,542991.27
227006,553631.58
227007,415296.04
227008,428742.91
227009,418120.7
227010,407097.34
227011,401363.4
227012,405704.54
227013,434224.65
227014,437265.25
227015,390701.32
227016,411622.64
227017,428965.09
227018,437160.77
227019,421393.2
227020,406690.62
227021,496740.67
227022,506125.87
227023,500582.56
227024,489343.06
227025,501456.33
227026,525779.5
227027,519190.17
227028,504351.31
227029,491683.3
227030,501586.89
227031,531256.02
227032,500136.13
227033,493008.32
227034,512346.86
227035,548396.57
227036,499998.36
227037,490493.39
227038,502749.41
227039,524495.38
227040,605397.55
227041,632209.63
227042,620878.77
227043,624027.44
227044,614582.11
227045,614562.46
227046,643305.5
227047,632052.28
227048,601761.36
227049,620444.27
227050,636932.84
227051,251588.59
227052,227777.59
227053,323101.55
227054,321512.7
227055,339236.23
227056,333196.67
227057,329200.06
227058,333653.35
227059,326015.12
227060,360488.33
227061,360576.75
227062,333692.65
227063,308769.79
227064,350216.33
227065,350245.81
227066,330799.18
227067,360349.72
227068,423690.35
227069,424920.76
227070,467528.58
227071,417253.06
227072,441244.45
227073,451795.04
227074,452715.85
227075,442911.58
227076,459759.51
227077,472462.03
227078,459690.74
227079,446089.73
227080,411461.75
227081,459749.69
227082,447083.12
227083,447122.42
227084,449454.91
227085,443098.61
227086,442661.76
227087,426416.67
227088,445349.21
227089,449405.78
227090,452254.31
227091,427806.41
227092,474903.79
227093,465933.22
227094,439029.47
227095,464264.78
227096,445539.76
227097,400877.89
227098,458938.68
227099,465972.52
227100,464760.58
227101,401951.55
227102,494880.52
227103,490679.52
227104,465161.96
227105,454118.72
227106,464786.63
227107,450184.81
227108,463359.83
227109,447355.05
227110,464183.33
227111,447414.0
227112,435119.36
227113,429719.95
227114,420702.69
227115,429602.05
227116,464232.45
227117,490669.7
227118,481921.24
227119,447502.42
227120,409306.29
227121,464695.07
227122,430266.92
227123,456391.15
227124,427489.82
227125,447216.44
227126,402982.97
227127,437150.79
227128,420794.92
227129,452884.23
227130,431943.25
227131,476881.44
227132,496441.81
227133,506624.32
227134,524302.29
227135,493632.16
227136,526404.55
227137,484873.45
227138,527474.99
227139,475249.92
227140,487619.56
227141,490289.98
227142,518833.79
227143,493512.54
227144,466407.18
227145,494218.87
227146,483584.44
227147,515291.94
227148,494508.17
227149,494517.99
227150,549991.42
227151,537909.92
227152,469368.04
227153,496232.49
227154,479414.03
227155,525167.85
227156,486108.93
227157,479443.51
227158,495598.25
227159,495588.43
227160,513787.98
227161,544878.48
227162,531580.28
227163,568277.21
227164,533679.45
227165,541071.54
227166,521661.76
227167,511528.38
227168,487080.48
227169,521642.11
227170,521661.76
227171,507097.03
227172,500411.96
227173,323230.4
227174,450365.55
227175,391875.71
227176,382188.62
227177,356959.93
227178,403067.58
227179,373114.01
227180,521978.47
227181,584918.47
227182,338169.7
227183,521978.47
227184,585684.81
227185,511716.33
227186,338513.57
227187,443884.35
227188,645830.92
227189,584183.24
227190,417612.52
227191,405739.11
227192,407546.88
227193,426543.31
227194,398041.93
227195,412961.31
227196,447542.59
227197,467430.9
227198,403474.83
227199,395777.65
227200,426625.91
227201,596761.22
227202,457044.2
227203,705266.85
227204,401635.81
227205,459065.1
227206,383721.64
227207,393324.86
227208,384902.56
227209,374836.92
227210,684568.32
227211,530568.95
227212,660974.49
227213,592378.85
227214,761964.07
227215,786926.74
227216,731384.9
227217,540394.83
227218,680548.27
227219,524420.17
227220,500669.83
227221,637940.45
227222,546257.25
227223,814173.93
227224,794050.39
227225,660957.46
227226,606373.64
227227,602219.48
227228,611109.47
227229,757055.67
227230,614703.28
227231,740200.42
227232,750942.58
227233,761835.79
227234,683470.22
227235,713340.59
227236,693127.06
227237,761290.61
227238,807040.71
227239,841263.73
227240,360262.54
227241,379389.62
227242,403857.17
227243,350015.26
227244,479110.84
227245,393452.39
227246,356253.11
227247,382988.84
227248,362112.56
227249,383646.32
227250,355447.13
227251,348446.86
227252,383597.2
227253,365351.99
227254,341189.01
227255,326911.17
227256,329445.31
227257,397712.3
227258,335028.35
227259,349346.9
227260,314425.92
227261,322152.57
227262,332247.69
227263,426246.21
227264,444999.32
227265,450902.78
227266,441078.94
227267,444281.29
227268,467017.57
227269,456363.1
227270,450542.2
227271,421791.64
227272,460552.79
227273,430046.79
227274,414567.39
227275,439778.39
227276,428494.14
227277,409168.29
227278,472741.23
227279,409929.25
227280,403091.53
227281,413917.73
227282,406191.13
227283,410572.56
227284,573805.57
227285,539116.79
227286,529677.69
227287,555972.81
227288,539565.14
227289,546446.71
227290,522642.12
227291,532570.22
227292,206572.13
227293,196526.14
227294,213257.21
227295,206572.13
227296,223792.41
227297,365691.68
227298,283849.04
227299,338348.1
227300,339241.38
227301,338789.44
227302,385117.3
227303,400378.17
227304,304168.86
227305,329157.12
227306,358687.57
227307,406904.59
227308,365516.6
227309,383249.95
227310,459594.71
227311,448080.47
227312,425636.4
227313,484399.5
227314,464501.37
227315,431349.4
227316,484399.5
227317,512482.98
227318,461619.39
227319,535412.11
227320,494553.13
227321,518991.2
227322,529232.66
227323,451299.47
227324,475220.4
227325,518991.2
227326,424395.72
227327,512404.38
227328,502417.33
227329,384876.05
227330,410660.7
227331,386325.43
227332,379425.82
227333,412437.96
227334,497905.57
227335,405733.23
227336,492105.9
227337,494335.13
227338,418529.04
227339,500955.6
227340,494195.06
227341,447867.2
227342,430634.95
227343,408504.66
227344,398448.84
227345,398458.67
227346,415199.56
227347,377676.86
227348,445240.9
227349,390771.31
227350,398439.02
227351,445240.9
227352,408534.13
227353,445211.42
227354,400672.21
227355,425967.58
227356,434938.02
227357,398034.76
227358,353970.76
227359,386679.48
227360,502673.33
227361,509348.58
227362,432341.23
227363,521379.99
227364,432723.96
227365,435971.32
227366,425656.16
227367,425656.16
227368,429286.25
227369,492412.92
227370,462313.8
227371,521429.11
227372,489115.68
227373,464096.28
227374,471803.29
227375,489046.91
227376,491673.2
227377,489037.08
227378,490704.94
227379,473886.48
227380,488268.02
227381,480384.88
227382,479551.08
227383,480483.13
227384,455936.99
227385,490601.25
227386,477141.9
227387,454386.89
227388,526274.24
227389,523543.6
227390,479029.38
227391,467192.51
227392,494830.55
227393,488174.95
227394,467202.34
227395,475512.47
227396,516740.94
227397,470637.29
227398,552947.58
227399,506659.02
227400,499792.45
